Released,Members,Quest item,Tradeable,Equipable,Stackable,Options,Destory,Examine,Value,High alch,Low alch,Weight,Price,Buy limit,Daily volume,Combat,Skilling,Food,Untradeable,Quest
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a trailblazer relic hunter.,150000 coins,90000 coins,60000 coins,0.907 kg,1143532 coins (info),5,4,1,0,0,0,0
13 December 2018 (Update),No,No,No,Yes,No,Wear,During event: You can make yourself another outfit if you need it.After event: You can get a replacement from Diango.,Part of a tree costume.,0 coins,None,None,0.3 kg,None,None,None,1,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,4950 coins (info),150,7,1,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,5300 coins (info),150,524,1,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,4603 coins (info),150,4,1,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,4236 coins (info),150,1,1,0,0,0,0
12 December 2002 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The ultimate in gnome design now in turquoise!,180 coins,108 coins,72 coins,0.907 kg,91 coins (info),150,31,1,0,0,0,0
28 May 2020 (Update),Yes,No,No,Yes,No,Wear,Dismantle,The robe top of a powerful sorceress from a bygone era.,120000 coins,72000 coins,48000 coins,2.721 kg,None,None,None,1,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a twisted relic hunter.,1000 coins,600 coins,400 coins,0.907 kg,158039 coins (info),5,14,1,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a twisted relic hunter.,10000 coins,6000 coins,4000 coins,0.907 kg,229973 coins (info),5,4,1,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a twisted relic hunter.,100000 coins,60000 coins,40000 coins,0.907 kg,1200577 coins (info),5,17,1,0,0,0,0
20 October 2021 (Update),No,No,No,Yes,No,Wear Reverse,You can get another one from Diango.,A reversible jumper knitted lovingly by Iffie.,1 coin,None,None,0.4 kg,None,None,None,1,0,0,0,0
13 October 2014 (Update),No,No,No,Yes,No,Wear,You can obtain another platebody from the Iron Man tutor in Lumbridge.,Take it off and what are you?,0 coins,None,None,4.535 kg,None,None,None,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,1,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Verac the Defiled's brassard.,280000 coins,168000 coins,112000 coins,4.989 kg,222358 coins (info),15,307,1,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A powerful chainbody.,500000 coins,300000 coins,200000 coins,6.803 kg,10000000 coins (info),10,-,1,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,An ancient mage's robe top.,600000 coins,360000 coins,240000 coins,2.895 kg,None,None,None,1,0,0,0,0
6 June 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Torso armour from the order of the Void Knights.,48000 coins,28800 coins,19200 coins,6.803 kg,None,None,None,1,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,A void knight top plucked from the shattered abyss.,48000 coins,28800 coins,19200 coins,6.803 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,Sins of the Father,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,100 coins,60 coins,40 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,1,0,0,0,0
4 September 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Dress like the powerful vyrewatch!,500 coins,300 coins,200 coins,0.907 kg,2684 coins (info),150,83,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A mostly clean apron.,2 coins,1 coin,0 coins,0.453 kg,29 coins (info),150,342,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A series of connected metal rings.,1440 coins,864 coins,576 coins,6.803 kg,1165 coins (info),125,7,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant ladies' white blouse.,2000 coins,1200 coins,800 coins,1 kg,4684 coins (info),4,47,1,0,0,0,0
9 February 2022 (Update),No,Land of the Goblins,No,No,No,Wear,Drop,Some white armour designed to fit goblins.,40 coins,24 coins,16 coins,3.628 kg,None,None,None,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Provides excellent protection.,3840 coins,2304 coins,1536 coins,9.979 kg,5026 coins (info),125,118,1,0,0,0,0
21 November 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,This should make me harder to spot in wooded areas.,20 coins,12 coins,8 coins,0.226 kg,4610 coins (info),150,9,1,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Blue top very tiny.,650 coins,390 coins,260 coins,0.07 kg,1347 coins (info),150,32,1,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Far too small to wear.,500 coins,300 coins,200 coins,0.07 kg,1040 coins (info),150,7,1,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Yellow top too small for me.,625 coins,375 coins,250 coins,0.07 kg,962 coins (info),150,23,1,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,80 coins,48 coins,32 coins,0.2 kg,2535 coins (info),125,1267,1,0,0,0,0
6 February 2007 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Smelly yak body armour.,500 coins,300 coins,200 coins,2.721 kg,1363 coins (info),70,398,1,0,0,0,0
17 July 2006 (Update),No,No,No,No,No,Wear,Drop,Some yellow armour designed to fit goblins.,40 coins,24 coins,16 coins,3.628 kg,None,None,None,1,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Some fine werewolf clothing.,500 coins,300 coins,200 coins,0.907 kg,846 coins (info),150,13,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide body armour.,13000 coins,7800 coins,5200 coins,6 kg,569020 coins (info),8,610,1,0,0,0,0
28 May 2002 (Update),No,No,Yes,Yes,No,Wear,Drop,A robe worn by worshippers of Zamorak.,40 coins,24 coins,16 coins,0.907 kg,1059 coins (info),15,1776,1,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platebody in the colours of Zamorak.,65000 coins,39000 coins,26000 coins,9.979 kg,48376 coins (info),8,158,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak Vestments.,7000 coins,4200 coins,2800 coins,1.8 kg,131995 coins (info),8,94,1,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A well fashioned robe with a strange aura emanating.,25000 coins,15000 coins,10000 coins,0.907 kg,None,None,None,1,0,0,0,0
15 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,Aside from the braaaains on the lapel it's still quite good.,1 coin,0 coins,0 coins,0.003 kg,None,None,None,1,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A powerful robe top.,500000 coins,300000 coins,200000 coins,4.535 kg,10000000 coins (info),10,-,1,0,0,0,0
12 June 2014 (Update),Yes,No,No,Yes,No,Wear,Dismantle,Mystical robes with a light recolour.,140000 coins,84000 coins,56000 coins,2.267 kg,None,None,None,1,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A light tuxedo jacket with a matching shirt.,10000 coins,6000 coins,4000 coins,2 kg,2435125 coins (info),4,6,1,0,0,0,0
13 March 2007 (Update),Yes,No,No,Yes,No,Wear,Drop,You'll certainly be alright wearing this.,50 coins,30 coins,20 coins,1.36 kg,None,None,None,1,0,0,0,0
24 July 2006 (Update),Yes,Lunar Diplomacy,No,Yes,No,Wear,The Oneiromancer might be able to help you get another.,Provides good protection.,100 coins,60 coins,40 coins,4.535 kg,None,None,None,1,0,0,0,0
12 August 2021 (Update),Yes,No,No,Yes,No,None,Drop,An ancient chestplate once worn by a powerful ranger.,1000000 coins,600000 coins,400000 coins,4 kg,None,None,None,1,0,0,0,0
23 October 2002 (Update),Yes,Biohazard,No,Yes,No,Wear,Drop,Medical looking.,40 coins,24 coins,16 coins,1.814 kg,None,None,None,1,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Colourful.,20 coins,12 coins,8 coins,0.005 kg,1709 coins (info),150,53,1,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Colourful.,20 coins,12 coins,8 coins,0.005 kg,817 coins (info),150,15,1,0,0,0,0
2 August 2004 (Update),No,No,No,Yes,No,Wear,Drop,A mime would wear this.,1 coin,0 coins,0 coins,0.001 kg,None,None,None,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A series of connected metal rings.,1950 coins,1170 coins,780 coins,5.896 kg,1103 coins (info),125,3940,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection.,5200 coins,3120 coins,2080 coins,8.618 kg,2733 coins (info),125,203380,1,0,0,0,0
12 June 2014 (Update),No,No,Yes,Yes,No,Wear,Drop,Mithril platebody with gold trim.,5200 coins,3120 coins,2080 coins,9.979 kg,5046 coins (info),8,76,1,0,0,0,0
12 June 2014 (Update),No,No,Yes,Yes,No,Wear,Drop,Mithril platebody with trim.,5200 coins,3120 coins,2080 coins,8.618 kg,2991 coins (info),8,40,1,0,0,0,0
12 July 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,I feel closer to the gods when I am wearing this.,40 coins,24 coins,16 coins,0.907 kg,473 coins (info),125,8427,1,0,0,0,0
6 July 2016 (Update),No,No,Yes,Yes,No,Wear,Drop,I feel the gods don't enjoy my materialistic obsessions.,50 coins,30 coins,20 coins,0.907 kg,6204414 coins (info),4,27,1,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,I feel the gods don't enjoy my materialistic obsessions.,500 coins,300 coins,200 coins,0.907 kg,58737 coins (info),4,137,1,0,0,0,0
24 July 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Provides good protection.,1000 coins,600 coins,400 coins,4.535 kg,None,None,None,1,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A powerful leather body.,500000 coins,300000 coins,200000 coins,6.803 kg,8000000 coins (info),10,-,1,0,0,0,0
19 July 2005 (Update),Yes,Mourning's End Part I,No,Yes,No,Wear,Drop,A thick heavy leather top.,150 coins,90 coins,60 coins,2.721 kg,None,None,None,1,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A mummy's body.,1 coin,0 coins,0 coins,0.5 kg,730523 coins (info),4,4,1,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,All for one!,1880 coins,1128 coins,752 coins,1.814 kg,125115 coins (info),4,23,1,0,0,0,0
26 January 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The upper half of a magical robe.,120000 coins,72000 coins,48000 coins,2.721 kg,71907 coins (info),125,2134,1,0,0,0,0
26 January 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The upper half of a dark magical robe.,120000 coins,72000 coins,48000 coins,2.721 kg,72168 coins (info),70,1592,1,0,0,0,0
11 January 2019 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The upper half of a dusky magical robe.,120000 coins,72000 coins,48000 coins,2.721 kg,238876 coins (info),70,59,1,0,0,0,0
4 August 2016 (Update),No,No,No,Yes,No,Wear,Drop,The upper half of a magical robe.,100 coins,None,None,2.721 kg,None,None,None,1,0,0,0,0
26 January 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The upper half of a bright magical robe.,120000 coins,72000 coins,48000 coins,2.721 kg,71458 coins (info),70,491,1,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wear Dismantle,Drop,The upper half of a magical robe plucked from the shattered abyss.,120000 coins,72000 coins,48000 coins,2.721 kg,None,None,None,1,0,0,0,0
1 June 2017 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Provides excellent protection.,84000 coins,50400 coins,33600 coins,9.979 kg,820614 coins (info),70,711,1,0,0,0,0
8 May 2001 (Update),No,Goblin Diplomacy,No,No,No,Wear,Drop,Some orange armour designed to fit goblins.,40 coins,24 coins,16 coins,3.628 kg,None,None,None,1,0,0,0,0
21 February 2019 (Update),No,No,No,Yes,No,Wear,You will have to discover it again.,An ornate armoured top.,1 coin,0 coins,0 coins,11.339 kg,None,None,None,1,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant ladies' pink blouse.,2000 coins,1200 coins,800 coins,0.1 kg,939 coins (info),4,30,1,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant men's pink shirt.,2000 coins,1200 coins,800 coins,0.1 kg,2129 coins (info),4,21,1,0,0,0,0
17 July 2006 (Update),No,No,No,No,No,Wear,Drop,Some pink armour designed to fit goblins.,40 coins,24 coins,16 coins,3.628 kg,None,None,None,1,0,0,0,0
12 December 2002 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The ultimate in gnome design now in pink!,180 coins,108 coins,72 coins,0.907 kg,669 coins (info),150,53,1,0,0,0,0
15 August 2002 (Update),Yes,Sheep Herder,No,Yes,No,Wear,Drop,This should protect me from the plague I hope!,50 coins,30 coins,20 coins,2.721 kg,None,None,None,1,0,0,0,0
21 November 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,This should make me harder to spot in polar areas.,20 coins,12 coins,8 coins,0.226 kg,4850 coins (info),150,51,1,0,0,0,0
23 October 2002 (Update),No,Biohazard,Yes,Yes,No,Wear,Drop,Top half of a priest suit.,5 coins,3 coins,2 coins,1.814 kg,52 coins (info),150,399,1,0,0,0,0
1 August 2005 (Update),No,No,No,Yes,No,Wear,Drop,Very posh!,0 coins,0 coins,0 coins,2.721 kg,None,None,None,1,0,0,0,0
1 August 2005 (Update),No,No,No,Yes,No,Wear,Drop,Very posh!,0 coins,0 coins,0 coins,2.721 kg,None,None,None,1,0,0,0,0
20 September 2006 (Update),Yes,The Slug Menace,Yes,Yes,No,Wear,Drop,A Proselyte Temple Knight's armour.,12000 coins,7200 coins,4800 coins,8.618 kg,12899 coins (info),70,734,1,0,0,0,0
24 April 2014 (Update),Yes,No,No,Yes,No,Wear,Drop,Helps you when you're mining.,60 coins,36 coins,24 coins,1.36 kg,None,None,None,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant ladies' purple blouse.,2000 coins,1200 coins,800 coins,1 kg,844 coins (info),4,12,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant men's purple shirt.,2000 coins,1200 coins,800 coins,1 kg,1992 coins (info),4,23,1,0,0,0,0
17 July 2006 (Update),No,No,No,No,No,Wear,Drop,Some purple armour designed to fit goblins.,40 coins,24 coins,16 coins,3.628 kg,None,None,None,1,0,0,0,0
4 July 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,...You can sail the seven seas...,100 coins,60 coins,40 coins,0.003 kg,None,None,None,1,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Some fine werewolf clothing.,500 coins,300 coins,200 coins,0.907 kg,562 coins (info),150,2,1,0,0,0,0
8 September 2016 (Update),Yes,No,No,Yes,No,Wear,Drop,The garb of the Pyromancers.,800 coins,480 coins,320 coins,0.2 kg,None,None,None,1,0,0,0,0
26 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Lightweight body armour ideal for rangers.,12000 coins,7200 coins,4800 coins,3 kg,3939946 coins (info),4,316,1,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Made from 100% real dragonhide.,11230 coins,6738 coins,4492 coins,6.803 kg,6100 coins (info),70,91476,1,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Made from 100% real dragonhide. With colourful trim!,11230 coins,6738 coins,4492 coins,6.803 kg,6300 coins (info),8,57,1,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Made from 100% real dragonhide. With colourful trim!,11230 coins,6738 coins,4492 coins,6.803 kg,6225 coins (info),8,28,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant ladies' red blouse.,2000 coins,1200 coins,800 coins,1 kg,3523 coins (info),4,2,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant men's red shirt.,2000 coins,1200 coins,800 coins,1 kg,18506 coins (info),4,17,1,0,0,0,0
17 July 2006 (Update),No,No,No,No,No,Wear,Drop,Some red armour designed to fit goblins.,40 coins,24 coins,16 coins,3.628 kg,None,None,None,1,0,0,0,0
4 July 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,...You can sail the seven seas...,100 coins,60 coins,40 coins,0.003 kg,None,None,None,1,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Some fine werewolf clothing.,500 coins,300 coins,200 coins,0.907 kg,742 coins (info),150,15,1,0,0,0,0
5 December 2005 (Update),Yes,Spirits of the Elid,No,Yes,No,Wear,Drop,This looks quite old.,1 coin,0 coins,0 coins,0.005 kg,None,None,None,1,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A dark power is woven into this robe top.,120000 coins,72000 coins,48000 coins,2.721 kg,110764 coins (info),70,89,1,0,0,0,0
23 March 2022 (Update),Yes,No,No,Yes,No,Wear,Drop,The perfect robe top for runecrafting.,350 coins,210 coins,140 coins,0.6 kg,None,None,None,1,0,0,0,0
1 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A sturdy body armour made from rock crab pieces.,65000 coins,39000 coins,26000 coins,9.979 kg,38026 coins (info),70,129,1,0,0,0,0
22 June 2005 (Update),Yes,No,No,Yes,No,Wear,Drop,Black banded leather armour a rogue's dream!,625 coins,375 coins,250 coins,0.453 kg,None,None,None,1,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Feeling distinctly ornate.,5000 coins,3000 coins,2000 coins,1.36 kg,68565 coins (info),4,36,1,0,0,0,0
26 July 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A series of connected metal rings.,50000 coins,30000 coins,20000 coins,6.803 kg,29352 coins (info),70,25644,1,0,0,0,0
23 September 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection.,65000 coins,39000 coins,26000 coins,9.979 kg,38376 coins (info),70,62760,1,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platebody with gold trim.,65000 coins,39000 coins,26000 coins,9.979 kg,70661 coins (info),8,208,1,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection with a heraldic design.,65000 coins,39000 coins,26000 coins,9.979 kg,41651 coins (info),8,19,1,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection with a heraldic design.,65000 coins,39000 coins,26000 coins,9.979 kg,40686 coins (info),8,11,1,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection with a heraldic design.,65000 coins,39000 coins,26000 coins,9.979 kg,40186 coins (info),8,9,1,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection with a heraldic design.,65000 coins,39000 coins,26000 coins,9.979 kg,39551 coins (info),8,8,1,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,Provides excellent protection with a heraldic design.,65000 coins,39000 coins,26000 coins,9.979 kg,39441 coins (info),8,13,1,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platebody with trim.,65000 coins,39000 coins,26000 coins,9.979 kg,40027 coins (info),8,133,1,0,0,0,0
